28678901,jlopezlopez@unsa.edu.pe,Julio,Lopez,Lopez,1991-07-13,1,0
29012345,jmendozagonzalez@unsa.edu.pe,Juliana,Mendoza,Gonzalez,1994-04-22,0,1
29345678,cmartinezrodriguez@unsa.edu.pe,Carmen,Martinez,Rodriguez,1997-09-05,0,1
20235678,cmartinezrodriguez@unsa.edu.pe,Carmen,Martinez,Rodriguez,1997-09-05,0,1
30567890,jlopezgomez@unsa.edu.pe,José,Lopez,Gomez,1995-03-12,0,1
40876543,pmartinezlopez@unsa.edu.pe,Pablo,Martinez,Lopez,1998-11-25,0,1
51234567,emoralesperez@unsa.edu.pe,Elena,Morales,Perez,1994-07-17,0,1
62345678,amendozaramirez@unsa.edu.pe,Ana,Mendoza,Ramirez,1996-02-08,0,1
73567890,rlunaramos@unsa.edu.pe,Ricardo,Luna,Ramos,1999-06-30,0,1
84901234,jgarcialopez@unsa.edu.pe,Julia,Garcia,Lopez,1993-04-19,0,1
95678901,amartinezmendez@unsa.edu.pe,Andrea,Martinez,Mendez,1997-10-14,0,1
10654321,rmendozarodriguez@unsa.edu.pe,Raul,Mendoza,Rodriguez,1992-08-07,0,1
11789012,jperezgomez@unsa.edu.pe,Javier,Perez,Gomez,1990-12-30,0,1
12876543,cmendozarivera@unsa.edu.pe,Carlos,Mendoza,Rivera,1991-03-05,0,1
13901234,smartinezcruz@unsa.edu.pe,Sofia,Martinez,Cruz,1994-05-18,0,1
14098765,dlopezramos@unsa.edu.pe,David,Lopez,Ramos,1993-09-23,0,1
15234567,pmartinlopez@unsa.edu.pe,Paula,Martin,Lopez,1995-11-11,0,1
16345678,jramirezmendoza@unsa.edu.pe,Juan,Ramirez,Mendoza,1998-02-14,0,1
17456789,lmendozatorres@unsa.edu.pe,Luis,Mendoza,Torres,1996-06-26,0,1
18567890,vmartinezgomez@unsa.edu.pe,Valeria,Martinez,Gomez,1997-07-03,0,1
19678901,emartinezrojas@unsa.edu.pe,Esteban,Martinez,Rojas,1992-01-09,0,1
20789012,cmendozasilva@unsa.edu.pe,Carla,Mendoza,Silva,1999-04-02,0,1
21876543,rmartinezperez@unsa.edu.pe,Rosa,Martinez,Perez,1991-08-21,0,1
22901234,jrodriguezlopez@unsa.edu.pe,Jorge,Rodriguez,Lopez,1994-10-07,0,1
23098765,amartinezsanchez@unsa.edu.pe,Ana,Martinez,Sanchez,1996-12-13,0,1
24234567,mmendozagonzalez@unsa.edu.pe,Mario,Mendoza,Gonzalez,1993-02-28,0,1
25345678,rmartinrodriguez@unsa.edu.pe,Rocio,Martin,Rodriguez,1997-05-10,0,1
26456789,lmartinezperez@unsa.edu.pe,Laura,Martinez,Perez,1990-07-24,0,1
27567890,vmendozamartinez@unsa.edu.pe,Victor,Mendoza,Martinez,1998-09-16,0,1
28678901,pmartinezlopez@unsa.edu.pe,Patricia,Martinez,Lopez,1995-11-07,0,1
29789012,jlopezrojas@unsa.edu.pe,Juan,Lopez,Rojas,1999-01-01,0,1
30876543,emartinezrodriguez@unsa.edu.pe,Enrique,Martinez,Rodriguez,1993-04-28,0,1
31901234,lmendozalopez@unsa.edu.pe,Lucia,Mendoza,Lopez,1996-06-05,0,1
32098765,cmartinezperez@unsa.edu.pe,Carlos,Martinez,Perez,1992-08-19,0,1
33234567,lmendozasilva@unsa.edu.pe,Luis,Mendoza,Silva,1998-10-22,0,1
34345678,smartinezmendez@unsa.edu.pe,Sara,Martinez,Mendez,1994-12-04,0,1
35456789,emartinlopez@unsa.edu.pe,Eduardo,Martin,Lopez,1997-02-27,0,1
36567890,amendozaramirez@unsa.edu.pe,Alberto,Mendoza,Ramirez,1991-05-14,0,1
37678901,rmartinezgomez@unsa.edu.pe,Ruben,Martinez,Gomez,1995-07-26,0,1
38789012,mmendozarodriguez@unsa.edu.pe,Maria,Mendoza,Rodriguez,1998-09-09,0,1
39876543,jperezlopez@unsa.edu.pe,Jose,Perez,Lopez,1992-11-02,0,1
40901234,cmartinezramos@unsa.edu.pe,Cristina,Martinez,Ramos,1996-01-15,0,1
41098765,amartinlopez@unsa.edu.pe,Adriana,Martin,Lopez,1993-03-30,0,1
52234567,lmendozaperez@unsa.edu.pe,Luis,Mendoza,Perez,1990-04-03,0,1
53345678,rmartinezsilva@unsa.edu.pe,Rebeca,Martinez,Silva,1994-06-16,0,1
54456789,mmendozalopez@unsa.edu.pe,Manuel,Mendoza,Lopez,1998-08-29,0,1
55567890,cmartinezrojas@unsa.edu.pe,Carolina,Martinez,Rojas,1992-10-12,0,1
56678901,jlopezramirez@unsa.edu.pe,Jaime,Lopez,Ramirez,1996-12-25,0,1
57789012,emendozagomez@unsa.edu.pe,Eduardo,Mendoza,Gomez,1991-02-07,0,1
58876543,pmartinezrodriguez@unsa.edu.pe,Patricia,Martinez,Rodriguez,1995-04-20,0,1
59901234,rmendozatorres@unsa.edu.pe,Raquel,Mendoza,Torres,1993-06-03,0,1
60098765,lmartinezgomez@unsa.edu.pe,Lorena,Martinez,Gomez,1997-08-15,0,1
61234567,vmartinezperez@unsa.edu.pe,Víctor,Martinez,Perez,1994-10-28,0,1
62345678,amendozaortega@unsa.edu.pe,Ana,Mendoza,Ortega,1998-12-10,0,1
63456789,rmartinezramirez@unsa.edu.pe,Roberto,Martinez,Ramirez,1992-02-23,0,1
64567890,jlopezmartinez@unsa.edu.pe,Juliana,Lopez,Martinez,1996-04-07,0,1
65678901,rmartinezgarcia@unsa.edu.pe,Raúl,Martinez,Garcia,1991-06-20,0,1
66789012,cmendozalopez@unsa.edu.pe,Carlos,Mendoza,Lopez,1994-08-02,0,1
67876543,pmartinezgomez@unsa.edu.pe,Patricia,Martinez,Gomez,1998-10-15,0,1
68901234,jlopezramos@unsa.edu.pe,Julio,Lopez,Ramos,1992-12-28,0,1
69098765,emendozasilva@unsa.edu.pe,Emma,Mendoza,Silva,1997-02-10,0,1
70234567,rmartinezperez@unsa.edu.pe,Ricardo,Martinez,Perez,1993-04-25,0,1
71345678,jmendozarodriguez@unsa.edu.pe,Juliana,Mendoza,Rodriguez,1996-06-08,0,1
72456789,amartinlopez@unsa.edu.pe,Alfredo,Martin,Lopez,1991-08-21,0,1
73567890,pmendozaramirez@unsa.edu.pe,Paola,Mendoza,Ramirez,1995-10-03,0,1
74678901,jrodriguezrojas@unsa.edu.pe,Jose,Rodriguez,Rojas,1998-12-16,0,1
75789012,mmendozagonzalez@unsa.edu.pe,Marta,Mendoza,Gonzalez,1992-02-28,0,1
76876543,lmartinrodriguez@unsa.edu.pe,Lucio,Martin,Rodriguez,1994-04-11,0,1
77901234,cmartinezperez@unsa.edu.pe,Cristian,Martinez,Perez,1997-06-24,0,1
78098765,amendozamartinez@unsa.edu.pe,Alicia,Mendoza,Martinez,1991-08-07,0,1
79234567,rmartinezlopez@unsa.edu.pe,Raul,Martinez,Lopez,1995-10-20,0,1
